7.999444e-01, 4.827190e-02, -8.274652e-01, 7.791933e-01, 1.918233e-07, 1.921830e-06, -2.113653e-06, 1.000000e+00, -2.151955e-06, -2.904043e-07, 9.999746e-01, 7.500000e+01
8.000000e-01, 7.071068e-02, -8.401435e-01, 7.694328e-01, 1.494591e-07, 1.940505e-06, -2.089964e-06, 1.000000e+00, -2.151881e-06, -3.034340e-07, 9.999746e-01, 7.500000e+01
8.000556e-01, 9.311844e-02, -8.524533e-01, 7.593349e-01, 1.070323e-07, 1.958328e-06, -2.065360e-06, 1.000000e+00, -2.151811e-06, -3.159219e-07, 9.999746e-01, 7.500000e+01
8.001111e-01, 1.154854e-01, -8.643893e-01, 7.489039e-01, 6.456126e-08, 1.975290e-06, -2.039851e-06, 1.000000e+00, -2.151744e-06, -3.278462e-07, 9.999746e-01, 7.500000e+01
8.001667e-01, 1.378016e-01, -8.759460e-01, 7.381444e-01, 2.206479e-08, 1.991385e-06, -2.013450e-06, 1.000000e+00, -2.151682e-06, -3.391860e-07, 9.999746e-01, 7.500000e+01
8.002222e-01, 1.600574e-01, -8.871186e-01, 7.270611e-01, -2.043850e-08, 2.006606e-06, -1.986168e-06, 1.000000e+00, -2.151623e-06, -3.499215e-07, 9.999746e-01, 7.500000e+01
8.002778e-01, 1.822431e-01, -8.979020e-01, 7.156590e-01, -6.292999e-08, 2.020946e-06, -1.958016e-06, 1.000000e+00, -2.151568e-06, -3.600338e-07, 9.999746e-01, 7.500000e+01
8.003333e-01, 2.043487e-01, -9.082916e-01, 7.039429e-01, -1.053910e-07, 2.034399e-06, -1.929008e-06, 1.000000e+00, -2.151517e-06, -3.695053e-07, 9.999746e-01, 7.500000e+01
8.003889e-01, 2.263648e-01, -9.182828e-01, 6.919180e-01, -1.478030e-07, 2.046958e-06, -1.899155e-06, 1.000000e+00, -2.151469e-06, -3.783195e-07, 9.999746e-01, 7.500000e+01
8.004444e-01, 2.482815e-01, -9.278712e-01, 6.795896e-01, -1.901473e-07, 2.058619e-06, -1.868472e-06, 1.000000e+00, -2.151425e-06, -3.864608e-07, 9.999746e-01, 7.500000e+01
8.005000e-01, 2.700894e-01, -9.370526e-01, 6.669632e-01, -2.324054e-07, 2.069376e-06, -1.836971e-06, 1.000000e+00, -2.151384e-06, -3.939151e-07, 9.999746e-01, 7.500000e+01
8.005556e-01, 2.917787e-01, -9.458229e-01, 6.540442e-01, -2.745587e-07, 2.079225e-06, -1.804667e-06, 1.000000e+00, -2.151347e-06, -4.006694e-07, 9.999747e-01, 7.500000e+01
8.006111e-01, 3.133401e-01, -9.541784e-01, 6.408383e-01, -3.165887e-07, 2.088162e-06, -1.771573e-06, 1.000000e+00, -2.151314e-06, -4.067118e-07, 9.999747e-01, 7.500000e+01
