7.999444e-01, -1.768382e-02, -8.570481e-01, 8.747319e-01, -8.942848e-06, 6.185521e-06, 2.757327e-06, 1.000488e+00, -1.820816e-06, 8.976451e-06, 1.000005e+00, 7.496339e+01
8.000000e-01, 3.269443e-03, -8.676555e-01, 8.643861e-01, -8.984325e-06, 6.043697e-06, 2.940628e-06, 1.000489e+00, -1.820922e-06, 8.978420e-06, 1.000005e+00, 7.496332e+01
8.000556e-01, 2.422129e-02, -8.778820e-01, 8.536607e-01, -9.021847e-06, 5.899144e-06, 3.122703e-06, 1.000490e+00, -1.821029e-06, 8.980374e-06, 1.000005e+00, 7.496325e+01
8.001111e-01, 4.516252e-02, -8.877230e-01, 8.425605e-01, -9.055395e-06, 5.751924e-06, 3.303471e-06, 1.000491e+00, -1.821137e-06, 8.982313e-06, 1.000005e+00, 7.496318e+01
8.001667e-01, 6.608394e-02, -8.971743e-01, 8.310904e-01, -9.084952e-06, 5.602103e-06, 3.482849e-06, 1.000492e+00, -1.821246e-06, 8.984236e-06, 1.000005e+00, 7.496311e+01
8.002222e-01, 8.697637e-02, -9.062317e-01, 8.192553e-01, -9.110504e-06, 5.449745e-06, 3.660759e-06, 1.000493e+00, -1.821356e-06, 8.986143e-06, 1.000005e+00, 7.496303e+01
8.002778e-01, 1.078306e-01, -9.148912e-01, 8.070605e-01, -9.132038e-06, 5.294918e-06, 3.837120e-06, 1.000494e+00, -1.821466e-06, 8.988035e-06, 1.000005e+00, 7.496296e+01
8.003333e-01, 1.286376e-01, -9.231490e-01, 7.945114e-01, -9.149543e-06, 5.137689e-06, 4.011853e-06, 1.000495e+00, -1.821576e-06, 8.989911e-06, 1.000005e+00, 7.496289e+01
8.003889e-01, 1.493880e-01, -9.310014e-01, 7.816134e-01, -9.163009e-06, 4.978128e-06, 4.184881e-06, 1.000496e+00, -1.821686e-06, 8.991771e-06, 1.000005e+00, 7.496282e+01
8.004444e-01, 1.700729e-01, -9.384452e-01, 7.683722e-01, -9.172429e-06, 4.816305e-06, 4.356125e-06, 1.000497e+00, -1.821796e-06, 8.993615e-06, 1.000005e+00, 7.496275e+01
8.005000e-01, 1.906832e-01, -9.454768e-01, 7.547937e-01, -9.177798e-06, 4.652290e-06, 4.525508e-06, 1.000498e+00, -1.821906e-06, 8.995443e-06, 1.000005e+00, 7.496267e+01
8.005556e-01, 2.112097e-01, -9.520934e-01, 7.408837e-01, -9.179110e-06, 4.486155e-06, 4.692955e-06, 1.000499e+00, -1.822015e-06, 8.997254e-06, 1.000005e+00, 7.496260e+01
8.006111e-01, 2.316436e-01, -9.582919e-01, 7.266484e-01, -9.176365e-06, 4.317975e-06, 4.858390e-06, 1.000500e+00, -1.822123e-06, 8.999050e-06, 1.000004e+00, 7.496253e+01
8.006667e-01, 2.519757e-01, -9.640697e-01, 7.120940e-01, -9.169562e-06, 4.147823e-06, 5.021739e-06, 1.000501e+00, -1.822231e-06, 9.000829e-06, 1.000004e+00, 7.496246e+01
8.007222e-01, 2.721972e-01, -9.694242e-01, 6.972270e-01, -9.158703e-06, 3.975773e-06, 5.182929e-06, 1.000502e+00, -1.822337e-06, 9.002592e-06, 1.000004e+00, 7.496238e+01
8.007778e-01, 2.922992e-01, -9.743530e-01, 6.820538e-01, -9.143790e-06, 3.801903e-06, 5.341887e-06, 1.000503e+00, -1.822443e-06, 9.004339e-06, 1.000004e+00, 7.496231e+01
8.008333e-01, 3.122729e-01, -9.788540e-01, 6.665811e-01, -9.124829e-06, 3.626287e-06, 5.498542e-06, 1.000504e+00, -1.822546e-06, 9.006069e-06, 1.000004e+00, 7.496224e+01
8.008889e-01, 3.321096e-01, -9.829253e-01, 6.508157e-01, -9.101828e-06, 3.449005e-06, 5.652822e-06, 1.000505e+00, -1.822648e-06, 9.007783e-06, 1.000004e+00, 7.496217e+01
8.009444e-01, 3.518004e-01, -9.865650e-01, 6.347646e-01, -9.074794e-06, 3.270134e-06, 5.804660e-06, 1.000506e+00, -1.822749e-06, 9.009481e-06, 1.000004e+00, 7.496209e+01
8.010000e-01, 3.713367e-01, -9.897715e-01, 6.184347e-01, -9.043738e-06, 3.089753e-06, 5.953985e-06, 1.000507e+00, -1.822847e-06, 9.011162e-06, 1.000004e+00, 7.496202e+01
8.010556e-01, 3.907101e-01, -9.925434e-01, 6.018333e-01, -9.008674e-06, 2.907943e-06, 6.100731e-06, 1.000508e+00, -1.822944e-06, 9.012827e-06, 1.000004e+00, 7.496195e+01
8.011111e-01, 4.099119e-01, -9.948795e-01, 5.849676e-01, -8.969615e-06, 2.724782e-06, 6.244832e-06, 1.000509e+00, -1.823038e-06, 9.014475e-06, 1.000004e+00, 7.496188e+01
8.011667e-01, 4.289337e-01, -9.967788e-01, 5.678450e-01, -8.926576e-06, 2.540353e-06, 6.386223e-06, 1.000510e+00, -1.823130e-06, 9.016108e-06, 1.000004e+00, 7.496180e+01
8.012222e-01, 4.477672e-01, -9.982404e-01, 5.504731e-01, -8.879577e-06, 2.354738e-06, 6.524840e-06, 1.000511e+00, -1.823219e-06, 9.017724e-06, 1.000004e+00, 7.496173e+01
8.012778e-01, 4.664042e-01, -9.992637e-01, 5.328595e-01, -8.828636e-06, 2.168017e-06, 6.660619e-06, 1.000511e+00, -1.823306e-06, 9.019324e-06, 1.000004e+00, 7.496166e+01
8.013333e-01, 4.848363e-01, -9.998482e-01, 5.150119e-01, -8.773776e-06, 1.980274e-06, 6.793501e-06, 1.000512e+00, -1.823390e-06, 9.020907e-06, 1.000004e+00, 7.496159e+01
8.013889e-01, 5.030556e-01, -9.999938e-01, 4.969381e-01, -8.715018e-06, 1.791593e-06, 6.923425e-06, 1.000513e+00, -1.823471e-06, 9.022475e-06, 1.000004e+00, 7.496151e+01
8.014444e-01, 5.210541e-01, -9.997002e-01, 4.786462e-01, -8.652388e-06, 1.602056e-06, 7.050332e-06, 1.000514e+00, -1.823549e-06, 9.024026e-06, 1.000004e+00, 7.496144e+01
8.015000e-01, 5.388237e-01, -9.989677e-01, 4.601440e-01, -8.585913e-06, 1.411749e-06, 7.174164e-06, 1.000515e+00, -1.823624e-06, 9.025562e-06, 1.000004e+00, 7.496137e+01
8.015556e-01, 5.563568e-01, -9.977966e-01, 4.414398e-01, -8.515620e-06, 1.220755e-06, 7.294866e-06, 1.000516e+00, -1.823696e-06, 9.027082e-06, 1.000004e+00, 7.496129e+01
8.016111e-01, 5.736456e-01, -9.961873e-01, 4.225417e-01, -8.441541e-06, 1.029158e-06, 7.412383e-06, 1.000517e+00, -1.823764e-06, 9.028585e-06, 1.000004e+00, 7.496122e+01
8.016667e-01, 5.906826e-01, -9.941407e-01, 4.034581e-01, -8.363707e-06, 8.370454e-07, 7.526661e-06, 1.000518e+00, -1.823830e-06, 9.030073e-06, 1.000004e+00, 7.496115e+01
8.017222e-01, 6.074602e-01, -9.916575e-01, 3.841973e-01, -8.282151e-06, 6.445010e-07, 7.637650e-06, 1.000519e+00, -1.823891e-06, 9.031546e-06, 1.000004e+00, 7.496107e+01
8.017778e-01, 6.239711e-01, -9.887389e-01, 3.647678e-01, -8.196908e-06, 4.516107e-07, 7.745298e-06, 1.000520e+00, -1.823949e-06, 9.033003e-06, 1.000004e+00, 7.496100e+01
8.018333e-01, 6.402080e-01, -9.853861e-01, 3.451781e-01, -8.108016e-06, 2.584602e-07, 7.849556e-06, 1.000521e+00, -1.824003e-06, 9.034444e-06, 1.000004e+00, 7.496093e+01
8.018889e-01, 6.561638e-01, -9.816007e-01, 3.254368e-01, -8.015513e-06, 6.513541e-08, 7.950378e-06, 1.000522e+00, -1.824054e-06, 9.035871e-06, 1.000004e+00, 7.496085e+01
8.019444e-01, 6.718316e-01, -9.773842e-01, 3.055526e-01, -7.919439e-06, -1.282777e-07, 8.047717e-06, 1.000523e+00, -1.824101e-06, 9.037282e-06, 1.000004e+00, 7.496078e+01
8.020000e-01, 6.872043e-01, -9.727386e-01, 2.855343e-01, -7.819835e-06, -3.216932e-07, 8.141528e-06, 1.000524e+00, -1.824144e-06, 9.038678e-06, 1.000004e+00, 7.496071e+01
